long,lat,fecha_instalacion,elemento,linea_1,linea_2,linea_3,observaciones,calle_nombre,calle_altura,barrio,comuna,codigo_postal,codigo_postal_argentino
-58.39235243,-34.58329885,2012-04-01 00:00:00,REFUGIO,67,,,NUEVO,"ALCORTA FIGUEROA, AV.",2261,Recoleta,Comuna 2,1425.0,C1425CKB
-58.4043056,-34.57684461,2012-04-01 00:00:00,REFUGIO,130,,,NUEVO,"ALCORTA FIGUEROA, AV.",3431,Palermo,Comuna 14,1425.0,C1425CLA
-58.41660868,-34.56748906,2012-04-01 00:00:00,REFUGIO,37,,,NUEVO,"ALCORTA FIGUEROA, AV.",4965,Palermo,COMUNA 14,1425.0,C1425CMC
-58.430305952075635,-34.556884201045385,2012-04-01 00:00:00,REFUGIO,37,160,,NUEVO,"ALCORTA FIGUEROA, AV.",6095,Palermo,COMUNA 14,1426.0,C1426CBK
-58.4318676899179,-34.55561307463997,2012-04-01 00:00:00,REFUGIO,34,130,,NUEVO,"ALCORTA FIGUEROA, AV.",6391,Palermo,COMUNA 14,1426.0,C1426CCA
-58.44881442540115,-34.55518391728499,2012-04-01 00:00:00,REFUGIO,130,,,NUEVO,"DEL LIBERTADOR, AV.",6131,Belgrano,COMUNA 13,1428.0,C1428ARE
-58.45068662614026,-34.55301290241467,2012-04-01 00:00:00,REFUGIO,130,,,NUEVO,"DEL LIBERTADOR, AV.",6389,Belgrano,COMUNA 13,1428.0,C1428ARG
-58.45278816334073,-34.55094699558986,2012-04-01 00:00:00,REFUGIO,107,130,,NUEVO,"DEL LIBERTADOR, AV.",6664,Belgrano,COMUNA 13,1428.0,C1428ARW
-58.45657039084006,-34.54716026124217,2012-04-01 00:00:00,REFUGIO,29,,,NUEVO,"DEL LIBERTADOR, AV.",7031,Nu\u00f1ez,COMUNA 13,1429.0,C1429BMD
-58.4568058843399,-34.54728205954919,2012-04-01 00:00:00,REFUGIO,28,130,,NUEVO,"DEL LIBERTADOR, AV.",7118,Nu\u00f1ez,COMUNA 13,1429.0,C1429BMR
-58.458093669859245,-34.54607736030392,2012-04-01 00:00:00,REFUGIO,15,28,,NUEVO,"DEL LIBERTADOR, AV.",7297,Nu\u00f1ez,COMUNA 13,1429.0,C1429BMF
-58.45957724448504,-34.544890812830275,2012-04-01 00:00:00,REFUGIO,29,130,,NUEVO,"DEL LIBERTADOR, AV.",7475,Nu\u00f1ez,COMUNA 13,1429.0,C1429BMH
-58.460323047760376,-34.54441659292481,2012-04-01 00:00:00,REFUGIO,15,29,,NUEVO,"DEL LIBERTADOR, AV.",7532,Nu\u00f1ez,COMUNA 13,1429.0,C1429BMV
-58.46105839180547,-34.543547021274215,2012-04-01 00:00:00,REFUGIO,15,28,,NUEVO,"DEL LIBERTADOR, AV.",7665,Nu\u00f1ez,COMUNA 13,1429.0,C1429BMJ
-58.46459510600538,-34.53917306551204,2012-04-01 00:00:00,REFUGIO,29,,,NUEVO,"DEL LIBERTADOR, AV.",8271,Nu\u00f1ez,COMUNA 13,1429.0,C1429BNC
-58.455546515033284,-34.548366015488035,2012-04-01 00:00:00,REFUGIO,28,,,NUEVO,"DEL LIBERTADOR, AV.",6966 (6920),,COMUNA 13,,
-58.40468540575094,-34.576561986167874,2012-05-01 00:00:00,REFUGIO,102,,,NUEVO,Figueroa Alcorta Av.,3495,Palermo,COMUNA 14,1425.0,C1425CLA
-58.41287602165252,-34.5708616610104,2012-05-01 00:00:00,REFUGIO,130,37,,NUEVO,Figueroa Alcorta Av.,3951,Palermo,COMUNA 14,1425.0,C1425CLF
-58.416821838067776,-34.56722671305384,2012-05-01 00:00:00,REFUGIO,130,,,NUEVO,Figueroa Alcorta Av.,4995,Palermo,COMUNA 14,1425.0,C1425CMC
-58.42709403146853,-34.559428141215534,2012-05-01 00:00:00,REFUGIO,34,130,,NUEVO,Figueroa Alcorta Av.,5689,Palermo,COMUNA 14,1426.0,C1426CBG
-58.4305116128793,-34.55667033718226,2012-05-01 00:00:00,REFUGIO,37,160,,NUEVO,Figueroa Alcorta Av.,6371,Palermo,COMUNA 14,1426.0,C1426CCA
-58.390557903865215,-34.58503429953704,2012-06-01 00:00:00,REFUGIO,61,92,93,NUEVO,Del Libertador Av.,1278,Recoleta,COMUNA 02,1112.0,C1112ABP
-58.39113888934731,-34.5850541417222,2012-06-01 00:00:00,REFUGIO,67,,,NUEVO,Del Libertador Av.,1436,Recoleta,COMUNA 02,1425.0,C1425AAN
-58.41256141592806,-34.576314162861856,2012-06-01 00:00:00,REFUGIO,130,,,NUEVO,Del Libertador Av.,3240,Palermo,COMUNA 14,1425.0,C1425ABS
-58.42276345434739,-34.57155143780845,2012-06-01 00:00:00,REFUGIO,34,,,NUEVO,Del Libertador Av.,3877,Palermo,COMUNA 14,1425.0,C1425ABL
-58.44881442540115,-34.55518391728499,2012-06-01 00:00:00,REFUGIO,15,,,NUEVO,Del Libertador Av.,6155,Belgrano,COMUNA 13,1428.0,C1428ARE
-58.45276538750646,-34.55059986104813,2012-06-01 00:00:00,REFUGIO,15,29,130,NUEVO,Del Libertador Av.,6683,Belgrano,COMUNA 13,1428.0,C1428ARJ
-58.4564395690063,-34.54727361371015,2012-06-01 00:00:00,REFUGIO,15,28,,NUEVO,Del Libertador Av.,7023,Nu\u00f1ez,COMUNA 13,1429.0,C1429BMD
-58.458832710982875,-34.5456516458759,2012-06-01 00:00:00,REFUGIO,15,29,,NUEVO,Del Libertador Av.,7382,Nu\u00f1ez,COMUNA 13,1429.0,C1429BMT
-58.45963003792689,-34.544849406584184,2012-06-01 00:00:00,REFUGIO,15,28,,NUEVO,Del Libertador Av.,7481,Nu\u00f1ez,COMUNA 13,1429.0,C1429BMH
-58.46126202926692,-34.54335788953626,2012-06-01 00:00:00,REFUGIO,15,28,,NUEVO,Del Libertador Av.,7695,Nu\u00f1ez,COMUNA 13,1429.0,C1429BMJ
-58.46370519843707,-34.5411220057327,2012-06-01 00:00:00,REFUGIO,15,29,,NUEVO,Del Libertador Av.,8022,Nu\u00f1ez,COMUNA 13,1429.0,C1429BNN
-58.464846683655956,-34.53904593759944,2012-06-01 00:00:00,REFUGIO,15,28,,NUEVO,Del Libertador Av.,8301,Nu\u00f1ez,COMUNA 13,1429.0,C1429BND
-58.46656405696165,-34.53653627435267,2012-06-01 00:00:00,REFUGIO,15,29,,NUEVO,Del Libertador Av.,8618,Nu\u00f1ez,COMUNA 13,1429.0,C1429BNT
-58.39188058,-34.58351394,2012-07-01 00:00:00,REFUGIO,130,,,NUEVO,"ALCORTA FIGUEROA, AV.",2215,Recoleta,Comuna 2,1425.0,C1425CKB
-58.41123664,-34.57199125,2012-07-01 00:00:00,REFUGIO,37,67,,NUEVO,"ALCORTA FIGUEROA, AV.",3891,Palermo,COMUNA 14,1425.0,C1425CLE
-58.425639130356366,-34.56054290034093,2012-07-01 00:00:00,REFUGIO,34,130,,NUEVO,"ALCORTA FIGUEROA, AV.",5565,Palermo,COMUNA 14,1426.0,C1426CBF
-58.42600537819861,-34.560253031323946,2012-07-01 00:00:00,REFUGIO,37,160,,NUEVO,"ALCORTA FIGUEROA, AV.",5615,Palermo,COMUNA 14,1426.0,C1426CBG
-58.379937225862164,-34.58999477196763,2012-07-01 00:00:00,REFUGIO,taxi,,,NUEVO,Del Libertador Av.,440,Retiro,1,1001.0,C1001ABR
-58.38041802324646,-34.5897330793973,2012-07-01 00:00:00,REFUGIO,61,130,,NUEVO,Del Libertador Av.,482,Retiro,1,1001.0,C1001ABR
-58.38317845795487,-34.58777570182762,2012-07-01 00:00:00,REFUGIO,62,130,,NUEVO,Del Libertador Av.,745,Retiro,1,1001.0,C1001ABH
-58.38532143739796,-34.58658355665831,2012-07-01 00:00:00,REFUGIO,62,130,,NUEVO,Del Libertador Av.,961,Recoleta,COMUNA 02,1001.0,C1001ABJ
-58.466697327682645,-34.536320615927316,2012-07-01 00:00:00,REFUGIO,taxi,,,NUEVO,Del Libertador Av.,8644,Nu\u00f1ez,COMUNA 13,1429.0,C1429BNT
-58.37983636678748,-34.58958926552439,2012-07-01 00:00:00,REFUGIO,62,130,,NUEVO,"DEL LIBERTADOR, AV.",425,Retiro,1,1001.0,C1001ABE
-58.383076037091854,-34.58783128236996,2012-07-01 00:00:00,REFUGIO,62,93,,NUEVO,"DEL LIBERTADOR, AV.",735,Retiro,1,1001.0,C1001ABH
-58.385292705498735,-34.587063220124584,2012-07-01 00:00:00,REFUGIO,67,124,,NUEVO,"DEL LIBERTADOR, AV.",918,Recoleta,COMUNA 02,1001.0,C1001ABW
-58.389307246858856,-34.58519747949293,2012-07-01 00:00:00,REFUGIO,67,124,130,NUEVO,"DEL LIBERTADOR, AV.",1202,Recoleta,COMUNA 02,1112.0,C1112ABP
-58.39148601212334,-34.58494255072622,2012-07-01 00:00:00,REFUGIO,130,,,NUEVO,"DEL LIBERTADOR, AV.",1430,Recoleta,COMUNA 02,1425.0,C1425AAN
-58.39690279213896,-34.583245245163454,2012-07-01 00:00:00,REFUGIO,67,,,NUEVO,"DEL LIBERTADOR, AV.",1640,Recoleta,COMUNA 02,1425.0,C1425AAP
-58.41612377593973,-34.574704052758676,2012-07-01 00:00:00,REFUGIO,130,,,NUEVO,"DEL LIBERTADOR, AV.",3310,Palermo,COMUNA 14,1425.0,C1425ABT
-58.42621484867916,-34.569720057787066,2012-07-01 00:00:00,REFUGIO,TAXI , 01 VEHICULO,,NUEVO,"DEL LIBERTADOR, AV.",4051,Palermo,COMUNA 14,1426.0,C1426BWB
-58.43881415260432,-34.56270649169582,2012-07-01 00:00:00,REFUGIO,64,,,NUEVO,"DEL LIBERTADOR, AV.",5151,Palermo,COMUNA 14,1426.0,C1426BWM
-58.39374411383063,-34.59014286067057,2012-07-01 00:00:00,REFUGIO,110,,,NUEVO,"LAS HERAS, AV.",1989,Recoleta,COMUNA 02,1127.0,C1127AAB
-58.39679378414175,-34.58780216361786,2012-07-01 00:00:00,REFUGIO,110,,,NUEVO,"LAS HERAS, AV.",2270,Recoleta,COMUNA 02,1127.0,C1127AAR
-58.40028573678174,-34.58482943944077,2012-07-01 00:00:00,REFUGIO,41,118,,NUEVO,"LAS HERAS, AV.",2620,Recoleta,COMUNA 02,1425.0,C1425ASQ
-58.4008112524066,-34.584355248489494,2012-07-01 00:00:00,REFUGIO,60,95,,NUEVO,"LAS HERAS, AV.",2670,Recoleta,COMUNA 02,1425.0,C1425ASQ
-58.40082279979874,-34.58421995788231,2012-07-01 00:00:00,REFUGIO,108,110,,NUEVO,"LAS HERAS, AV.",2742,Palermo,COMUNA 14,1425.0,C1425ASR
-58.40255961162856,-34.58354741454175,2012-07-01 00:00:00,REFUGIO,60,95,,NUEVO,"LAS HERAS, AV.",2914,Recoleta,COMUNA 02,1425.0,C1425AST
-58.404824002981854,-34.5833282558154,2012-07-01 00:00:00,REFUGIO,10,102,110,NUEVO,"LAS HERAS, AV.",3083,Palermo,COMUNA 14,1425.0,C1425ASH
-58.40717889356152,-34.58316314660472,2012-07-01 00:00:00,REFUGIO,118,,,NUEVO,"LAS HERAS, AV.",3300,Palermo,COMUNA 14,1425.0,C1425ASW
-58.40762018488578,-34.58290095688734,2012-07-01 00:00:00,REFUGIO,60,118,,NUEVO,"LAS HERAS, AV.",3345,Palermo,COMUNA 14,1425.0,C1425ASK
-58.408246971162946,-34.58283384966452,2012-07-01 00:00:00,REFUGIO,37,93,,NUEVO,"LAS HERAS, AV.",3402,Palermo,COMUNA 14,1425.0,C1425ASY
-58.41069031200213,-34.581983793637185,2012-07-01 00:00:00,REFUGIO,93,108,,NUEVO,"LAS HERAS, AV.",3631,Palermo,COMUNA 14,1425.0,C1425ATA
-58.410858912610095,-34.58193571297328,2012-07-01 00:00:00,REFUGIO,60,95,188,NUEVO,"LAS HERAS, AV.",3675,Palermo,COMUNA 14,1425.0,C1425ATA
-58.41196889532168,-34.58202005551824,2012-07-01 00:00:00,REFUGIO,10,37,,NUEVO,"LAS HERAS, AV.",3744,Palermo,COMUNA 14,1425.0,C1425ATO
-58.4170271009883,-34.5816822700692,2012-07-01 00:00:00,REFUGIO,60,,,NUEVO,"LAS HERAS, AV.",4010,Palermo,COMUNA 14,1425.0,C1425ATR
-58.4170271009883,-34.5816822700692,2012-07-01 00:00:00,REFUGIO,37,108,,NUEVO,"LAS HERAS, AV.",4040,Palermo,COMUNA 14,1425.0,C1425ATR
-58.41916142198879,-34.58154466672422,2012-07-01 00:00:00,REFUGIO,10,160,,NUEVO,"LAS HERAS, AV.",4240,Palermo,COMUNA 14,1425.0,C1425ATT
-58.41885453003097,-34.58133368138431,2012-07-01 00:00:00,REFUGIO,10,160,,NUEVO,"LAS HERAS, AV.",4249,Palermo,COMUNA 14,1425.0,C1425ATG
-58.419611145189315,-34.58151579162235,2012-07-01 00:00:00,REFUGIO,41,118,,NUEVO,"LAS HERAS, AV.",4270,Palermo,COMUNA 14,1425.0,C1425ATT
-58.41957252890607,-34.581287582674626,2012-07-01 00:00:00,REFUGIO,93,108,,NUEVO,"LAS HERAS, AV.",4281,Palermo,COMUNA 14,1425.0,C1425ATG
-58.419796903409825,-34.58127317613779,2012-07-01 00:00:00,REFUGIO,41,59,,NUEVO,"LAS HERAS, AV.",4291,Palermo,COMUNA 14,1425.0,C1425ATG
-58.391924267907875,-34.60824392746498,2012-08-01 00:00:00,REFUGIO,60,,,NUEVO,Callao Av.,57,San Nicolas,1,1022.0,C1022AAA
-58.39198395894974,-34.60730380934783,2012-08-01 00:00:00,REFUGIO,37,,,NUEVO,Callao Av.,153,San Nicolas,1,1022.0,C1022AAB
-58.39211892216488,-34.60539060250627,2012-08-01 00:00:00,REFUGIO,60,,,NUEVO,Callao Av.,327,San Nicolas,1,1022.0,C1022AAD
-58.392253473810904,-34.60370461465676,2012-08-01 00:00:00,REFUGIO,37,,,NUEVO,Callao Av.,463,San Nicolas,1,1022.0,C1022AAE
-58.39270525948066,-34.600552205051514,2012-08-01 00:00:00,REFUGIO,37,,,NUEVO,Callao Av.,723,San Nicolas,1,1023.0,C1023AAA
-58.39278214214562,-34.60000800043859,2012-08-01 00:00:00,REFUGIO,12,,,NUEVO,CALLAO AV.,781,San Nicolas,1,1023.0,C1023AAA
-58.39304162081122,-34.59766540972472,2012-08-01 00:00:00,REFUGIO,37,12,,NUEVO,Callao Av.,949,Recoleta,COMUNA 02,1023.0,C1023AAC
-58.39306781388872,-34.59741627153754,2012-08-01 00:00:00,REFUGIO,124,,,NUEVO,CALLAO AV.,985,Recoleta,COMUNA 02,1023.0,C1023AAC
-58.39323103779511,-34.59598407292912,2012-08-01 00:00:00,REFUGIO,taxi,,,NUEVO,Callao Av.,1097,Recoleta,COMUNA 02,1023.0,C1023AAD
-58.391482719001395,-34.591504494880645,2012-08-01 00:00:00,REFUGIO,102,110,,NUEVO,Callao Av.,1539,Recoleta,COMUNA 02,1024.0,C1024AAB
-58.389157429750156,-34.589408456087554,2012-08-01 00:00:00,REFUGIO,17,127,,NUEVO,CALLAO AV.,1779,Recoleta,COMUNA 02,1024.0,C1024AAD
-58.387810209236974,-34.588204686212435,2012-08-01 00:00:00,REFUGIO,124,,,NUEVO,Callao Av.,1925,Recoleta,COMUNA 02,1024.0,C1024AAF
-58.39179901338607,-34.61009721136142,2012-08-01 00:00:00,REFUGIO,12,150,,NUEVO,"ENTRE RIOS, AV.",70,Monserrat,1,1079.0,C1079ABN
-58.39165616251351,-34.61281318538592,2012-08-01 00:00:00,REFUGIO,37,150,,NUEVO,"ENTRE RIOS, AV.",312,Monserrat,1,1079.0,C1079ABQ
-58.39157772971122,-34.61503757852353,2012-08-01 00:00:00,REFUGIO,84,,,NUEVO,"ENTRE RIOS, AV.",510,Monserrat,1,1079.0,C1079ABS
-58.391595619848296,-34.61773354992968,2012-08-01 00:00:00,REFUGIO,84,168,,NUEVO,"ENTRE RIOS, AV.",796,Monserrat,1,1080.0,C1080ABO
-58.39126155272338,-34.624916620990554,2012-08-01 00:00:00,REFUGIO,151,168,,NUEVO,"ENTRE RIOS, AV.",1366,Constitucion,1,1133.0,C1133AAO
-58.39227377869766,-34.591576734700226,2012-08-01 00:00:00,REFUGIO,37,,,NUEVO,Las Heras Av.,1832,Recoleta,COMUNA 02,1127.0,C1127AAN
-58.396341800350356,-34.58805138100694,2012-08-01 00:00:00,REFUGIO,60,95,,NUEVO,Las Heras Av.,2247,Recoleta,COMUNA 02,1127.0,C1127AAE
-58.40040669735973,-34.58447536422194,2012-08-01 00:00:00,REFUGIO,41,59,102,NUEVO,Las Heras Av.,2695,Recoleta,COMUNA 02,1425.0,C1425ASD
-58.40251306763223,-34.583308176372896,2012-08-01 00:00:00,REFUGIO,93,108,,NUEVO,Las Heras Av.,2925,Palermo,COMUNA 14,1425.0,C1425ASG
-58.40667498084141,-34.58318826143977,2012-08-01 00:00:00,REFUGIO,37,95,,NUEVO,Las Heras Av.,3255,Palermo,COMUNA 14,1425.0,C1425ASJ
-58.41076694866815,-34.581961938813144,2012-08-01 00:00:00,REFUGIO,37,160,,NUEVO,Las Heras Av.,3651,Palermo,COMUNA 14,1425.0,C1425ATA
-58.41159183939168,-34.582050889299886,2012-08-01 00:00:00,REFUGIO,60,95,,NUEVO,Las Heras Av.,3712,Palermo,COMUNA 14,1425.0,C1425ATO
-58.411742672082255,-34.581806413945785,2012-08-01 00:00:00,REFUGIO,41,59,118,NUEVO,Las Heras Av.,3757,Palermo,COMUNA 14,1425.0,C1425ATB
-58.41442362963683,-34.581616083897536,2012-08-01 00:00:00,REFUGIO,10,95,160,NUEVO,Las Heras Av.,3923,Palermo,COMUNA 14,1425.0,C1425ATD
-58.4170271009883,-34.5816822700692,2012-08-01 00:00:00,REFUGIO,41,,,NUEVO,Las Heras Av.,4020,Palermo,COMUNA 14,1425.0,C1425ATR
-58.415883749007385,-34.58152379269037,2012-08-01 00:00:00,REFUGIO,37,41,,NUEVO,Las Heras Av.,4055,Palermo,COMUNA 14,1425.0,C1425ATE
-58.41871990514393,-34.581342324404574,2012-08-01 00:00:00,REFUGIO,161,,,NUEVO,Las Heras Av.,4243,Palermo,COMUNA 14,1425.0,C1425ATG
-58.41931132974219,-34.58153504173922,2012-08-01 00:00:00,REFUGIO,59,188,,NUEVO,Las Heras Av.,4250,Palermo,COMUNA 14,1425.0,C1425ATT
-58.41943790418855,-34.58129622661324,2012-08-01 00:00:00,REFUGIO,37,95,,NUEVO,Las Heras Av.,4275,Palermo,COMUNA 14,1425.0,C1425ATG
-58.41966227870594,-34.58128182005351,2012-08-01 00:00:00,REFUGIO,60,118,,NUEVO,Las Heras Av.,4285,Palermo,COMUNA 14,1425.0,C1425ATG
-58.39625978442135,-34.58834619229791,2012-08-01 00:00:00,REFUGIO,10,,,NUEVO,"LAS HERAS, AV.",2220,Recoleta,COMUNA 02,1127.0,C1127AAR
-58.39644456994268,-34.58819753974922,2012-08-01 00:00:00,REFUGIO,102,,,NUEVO,"LAS HERAS, AV.",2242,Recoleta,COMUNA 02,1127.0,C1127AAR
-58.39844626081717,-34.58648052129045,2012-08-01 00:00:00,REFUGIO,10,59,,NUEVO,"LAS HERAS, AV.",2414,Recoleta,COMUNA 02,1425.0,C1425ASO
-58.394611075302414,-34.58944553835353,2012-08-01 00:00:00,REFUGIO,102,108,,NUEVO,"LAS HERAS, AV.",2075/2081,,COMUNA 02,,
-58.40246657743844,-34.60624677567319,2012-08-01 00:00:00,REFUGIO,37,67,,NUEVO,"SARMIENTO, AV.",2521,,COMUNA 3,,
-58.418150196061596,-34.578102404713675,2012-08-01 00:00:00,REFUGIO,37,67,,NUEVO,"SARMIENTO, AV.",2910,Palermo,COMUNA 14,1425.0,C1425FGQ
-58.417258510876025,-34.57748841240216,2012-08-01 00:00:00,REFUGIO,37,67,,NUEVO,"SARMIENTO, AV.",3091,Palermo,COMUNA 14,1425.0,C1425FGE
-58.411697120640916,-34.5713008553417,2012-08-01 00:00:00,REFUGIO,37,,,NUEVO,"SARMIENTO, AV.",3751,Palermo,COMUNA 14,1425.0,C1425FGL
-58.40901671249035,-34.57593759739889,2012-09-01 00:00:00,REFUGIO,67,,,NUEVO,Casares Av.,3475,Palermo,COMUNA 14,1425.0,C1425EWA
-58.39179352118028,-34.6101724349847,2012-09-01 00:00:00,REFUGIO,37,,,NUEVO,Entre Rios Av.,86,Monserrat,1,1079.0,C1079ABN
-58.391686929637004,-34.6118311535684,2012-09-01 00:00:00,REFUGIO,56,,,NUEVO,Entre Rios Av.,226,Monserrat,1,1079.0,C1079ABP
-58.39163348958744,-34.61339341916339,2012-09-01 00:00:00,REFUGIO,12,,,NUEVO,Entre Rios Av.,364,Monserrat,1,1079.0,C1079ABQ
-58.39156476895686,-34.61555449514775,2012-09-01 00:00:00,REFUGIO,151,,,NUEVO,Entre Rios Av.,578,Monserrat,1,1079.0,C1079ABS
-58.3915554348016,-34.61954009712737,2012-09-01 00:00:00,REFUGIO,37,,,NUEVO,Entre Rios Av.,940,Constitucion,1,1080.0,C1080ABQ
-58.39137150110399,-34.62314854467013,2012-09-01 00:00:00,REFUGIO,12,,,NUEVO,Entre Rios Av.,1228,Constitucion,1,1133.0,C1133AAN
-58.39121778807462,-34.625384780915866,2012-09-01 00:00:00,REFUGIO,150,,,NUEVO,Entre Rios Av.,1410,Constitucion,1,1133.0,C1133AAP
-58.39102200042453,-34.62764410606368,2012-09-01 00:00:00,REFUGIO,4,12,133,NUEVO,Entre Rios Av.,1628,Constitucion,1,1133.0,C1133AAR
-58.39076282815531,-34.62984685958993,2012-09-01 00:00:00,REFUGIO,50,133,,NUEVO,Entre Rios Av.,1836,Constitucion,1,1133.0,C1133AAT
-58.39142484764257,-34.62217383569067,2012-09-01 00:00:00,REFUGIO,37,150,,NUEVO,"ENTRE RIOS, AV.",1154,Constitucion,1,1080.0,C1080ABS
-58.40230605315449,-34.57828827915284,2012-09-01 00:00:00,REFUGIO,67,130,,NUEVO,Figueroa Alcorta Av.,3297,Palermo,COMUNA 14,1425.0,C1425CKL
-58.39426112981688,-34.5899531498177,2012-09-01 00:00:00,REFUGIO,60,101,,NUEVO,Las Heras Av.,2026,Recoleta,COMUNA 02,1127.0,C1127AAP
-58.394731575846016,-34.589574304440056,2012-09-01 00:00:00,REFUGIO,10,59,,NUEVO,Las Heras Av.,2080,Recoleta,COMUNA 02,1127.0,C1127AAP
-58.39634377792272,-34.58827862298544,2012-09-01 00:00:00,REFUGIO,10,,,NUEVO,Las Heras Av.,2230,Recoleta,COMUNA 02,1127.0,C1127AAR
-58.39707888815207,-34.58757277494982,2012-09-01 00:00:00,REFUGIO,108,110,,NUEVO,Las Heras Av.,2290,Recoleta,COMUNA 02,1127.0,C1127AAR
-58.40049594375471,-34.584639763337,2012-09-01 00:00:00,REFUGIO,92,93,,NUEVO,Las Heras Av.,2640,Recoleta,COMUNA 02,1425.0,C1425ASQ
-58.40102286525532,-34.58403805248438,2012-09-01 00:00:00,REFUGIO,37,102,,NUEVO,Las Heras Av.,2772,Palermo,COMUNA 14,1425.0,C1425ASR
-58.40750022512832,-34.58306408040321,2012-09-01 00:00:00,REFUGIO,41,108,,NUEVO,Las Heras Av.,3330,Palermo,COMUNA 14,1425.0,C1425ASX
-58.40781150599892,-34.58296810919445,2012-09-01 00:00:00,REFUGIO,60,95,,NUEVO,Las Heras Av.,3360,Palermo,COMUNA 14,1425.0,C1425ASX
-58.414252288413216,-34.58174445714083,2012-09-01 00:00:00,REFUGIO,10,160,,NUEVO,"LAS HERAS, AV.",3902,Palermo,COMUNA 14,1425.0,C1425ATQ
-58.41448298542677,-34.58172964748908,2012-09-01 00:00:00,REFUGIO,59,,,NUEVO,"LAS HERAS, AV.",3926,Palermo,COMUNA 14,1425.0,C1425ATQ
-58.40686077302572,-34.60773235398492,2012-09-01 00:00:00,REFUGIO,taxi,,,NUEVO,"Peron, Juan Domingo",2825,Balvanera,COMUNA 03,1198.0,C1198AAA
-58.39221708988205,-34.60416711317485,2012-10-01 00:00:00,REFUGIO,150,,,NUEVO,Av. Callao,435,San Nicolas,1,1022.0,C1022AAE
-58.39275233408017,-34.600218994098334,2012-10-01 00:00:00,REFUGIO,150,,,NUEVO,Av. Callao,765,San Nicolas,1,1023.0,C1023AAA
-58.393060538044224,-34.597485476594635,2012-10-01 00:00:00,REFUGIO,37,,,NUEVO,Av. Callao,975,Recoleta,COMUNA 02,1023.0,C1023AAC
-58.38635591588757,-34.587076748995386,2012-10-01 00:00:00,REFUGIO,17,67,110,NUEVO,Av. Callao,2059,Recoleta,COMUNA 02,1024.0,C1024AAG
-58.38041802324646,-34.5897330793973,2012-10-01 00:00:00,REFUGIO,92,,,NUEVO,Av. Del Libertador,450,Retiro,1,1001.0,C1001ABR
-58.38313216273679,-34.58824784929736,2012-10-01 00:00:00,REFUGIO,67,92,93,NUEVO,Av. Del Libertador,728,Retiro,1,1001.0,C1001ABU
-58.38472087403572,-34.58686033950423,2012-10-01 00:00:00,REFUGIO,92,,,NUEVO,Av. Del Libertador,917,Recoleta,COMUNA 02,1001.0,C1001ABJ
-58.39598074582589,-34.58338932390103,2012-10-01 00:00:00,REFUGIO,130,,,NUEVO,Av. Del Libertador,1600,Recoleta,COMUNA 02,1425.0,C1425AAO
-58.41641974,-34.57457028,2012-10-01 00:00:00,REFUGIO,130,,,NUEVO,Av. Del Libertador,3302,Palermo,COMUNA 14,1425.0,C1425ABT
-58.44792289812693,-34.556607555927286,2012-10-01 00:00:00,REFUGIO,15,29,130,NUEVO,Av. Del Libertador,6008,Belgrano,COMUNA 13,1428.0,C1428ARQ
-58.450010029054845,-34.55418455104881,2012-10-01 00:00:00,REFUGIO,15,29,130,NUEVO,Av. Del Libertador,6272,Belgrano,COMUNA 13,1428.0,C1428ARS
-58.452637588825205,-34.55112258442583,2012-10-01 00:00:00,REFUGIO,15,29,,NUEVO,Av. Del Libertador,6636,Belgrano,COMUNA 13,1428.0,C1428ARW
-58.45653768541487,-34.54718859937249,2012-10-01 00:00:00,REFUGIO,29,130,,NUEVO,Av. Del Libertador,7029,Nu\u00f1ez,COMUNA 13,1429.0,C1429BMD
-58.45685548957156,-34.54720180281596,2012-10-01 00:00:00,REFUGIO,15,29,,NUEVO,Av. Del Libertador,7112,Nu\u00f1ez,COMUNA 13,1429.0,C1429BMR
-58.458010733908445,-34.54614435417339,2012-10-01 00:00:00,REFUGIO,130,,,NUEVO,Av. Del Libertador,7287,Nu\u00f1ez,COMUNA 13,1429.0,C1429BMF
-58.459230103817184,-34.54533414406467,2012-10-01 00:00:00,REFUGIO,15,29,,NUEVO,Av. Del Libertador,7410,Nu\u00f1ez,COMUNA 13,1429.0,C1429BMU
-58.45970042910863,-34.544794198226114,2012-10-01 00:00:00,REFUGIO,130,,,NUEVO,Av. Del Libertador,7489,Nu\u00f1ez,COMUNA 13,1429.0,C1429BMH
-58.46105839180547,-34.543547021274215,2012-10-01 00:00:00,REFUGIO,15,28,29,NUEVO,Av. Del Libertador,7665,Nu\u00f1ez,COMUNA 13,1429.0,C1429BMJ
-58.46261825323459,-34.54209868090039,2012-10-01 00:00:00,REFUGIO,28,,,NUEVO,Av. Del Libertador,7901,Nu\u00f1ez,COMUNA 13,1429.0,C1429BMM
-58.46370519843707,-34.5411220057327,2012-10-01 00:00:00,REFUGIO,28,130,,NUEVO,Av. Del Libertador,8046,Nu\u00f1ez,COMUNA 13,1429.0,C1429BNN
-58.46528135154787,-34.53861401293503,2012-10-01 00:00:00,REFUGIO,15,28,29,NUEVO,Av. Del Libertador,8382,Nu\u00f1ez,COMUNA 13,1429.0,C1429BNQ
-58.39167122293925,-34.61246283311161,2012-10-01 00:00:00,REFUGIO,151,,,NUEVO,Av. Entre Rios,286,Monserrat,1,1079.0,C1079ABP
